"﻿""Област""","Населено място","Тип","Име на училище","Общ брой ученици","География и икономика / Макс 18","История и цивилизация / Макс 18","Физика и астрономия / Макс 15","Химия и опазване на околната среда / Макс 15","Биология и здравно образование / Макс 15","Чужд език / Макс 35","Български език и литература / Макс 65","Математика / Макс 65"
"Търговище","Драгановец","село","ОУ ""Св.Св.Кирил и Методий""-","3","12","13.67","10.67","9.33","8.33","27.33","40.83","26.33"
"Търговище","Дралфа","село","ОУ Св. Св. Кирил и Методий","14","11.92","10.38","9.71","10.36","11.21","17.64","24.73","29.46"
"Търговище","Лиляк","село","ОУ ""Хр.Ботев""","6","14.2","14.2","11.4","8.6","9.6","17.4","17.5","25"
"Търговище","Макариополско","село","ОУ ""Христо Ботев""","11","12.33","12","9.33","8","9","19.67","19.67","34.33"
"Търговище","Надарево","село","ОУ ""Паисий  Хилендарски""","11","10.18","8.45","10.64","7.91","8.64","14.45","26.82","19.09"
"Търговище","Подгорица","село","ОУ ""Отец Паисий""","6","9.4","9","7.2","7.8","7.4","16.2","28.6","30.2"
"Търговище","Руец","село","ОУ ""Хр. Ботев""","12","13","9.38","8.27","8.09","7.91","15.4","15.18","24.36"
"Търговище","Антоново","град","СОУ Антоново","25","12.74","13.74","8.23","6.77","7.41","16.42","28.64","13.1"
"Търговище","Търговище","град","СУ ""Н. Симов""","20","10.25","10.25","8.89","9.26","9.68","19.5","35.53","30.63"
"Търговище","Търговище","град","I СОУ ""Свети Седмочисленици""","45","14.38","14.76","10.98","10.42","8.93","24.77","40.29","24.02"
"Търговище","Търговище","град","СОУ за ДУС ""Свети Иван Рилски""","5","12","12.33","8.33","7.67","7.33","16","32","29.67"
"Търговище","Търговище","град","IIСОУ ""Проф. Н. Маринов""","93","14.4","13.78","9.04","9.08","11.03","26.59","39.76","29.18"
"Търговище","Стеврек","село","ОУ ""Н.Й.Вапцаров""","2","11","9.5","10.5","5.5","7","23","45","24.5"
"Търговище","Трескавец","село","ОУ Н.Й.Вапцаров","2","11.5","11.5","9","10","8.5","17.5","25","25.5"
"Търговище","Беломорци","село","ОУ ""Г.Бенковски""","10","11.6","9.8","7.3","5.3","7.3","18.2","25.25","15"
"Търговище","Врани кон","село","ОУ Врани кон","19","14.58","14.79","10.56","10.06","11.83","25.94","39.19","40.06"
"Търговище","Зелена морава","село","ОУ ""Христо Ботев""","17","14.62","13.08","11.85","12","12.38","19.15","32.69","23.38"
"Търговище","Камбурово","село","ОУ ""Христо Ботев""","25","14","14.05","9.38","9.95","9.43","20","30","28.67"
"Търговище","Обител","село","ОУ ""Христо  Смирненски""","10","11.1","14.1","9.44","10.56","10.67","17.9","26.5","33.3"
"Търговище","Плъстина","село","ОУ ""Д-р Петър Берон""","29","10.7","11.67","8.96","7.74","8.3","18.52","35.87","36.04"
"Търговище","Омуртаг","град","Прогимназия","79","12.2","11.14","8.1","7.89","7.99","21.11","36.58","24.59"
"Търговище","Голямо градище","село","ОУ ""А.Константинов""","9","9.67","9","10.17","8","7.83","18.67","37.58","21.5"
"Търговище","Крепча","село","ОУ""В.Левски""-с.Крепча","15","14.31","14.08","10.31","9.69","10.77","23.54","36.31","32.92"
"Търговище","Опака","град","СОУ ""Васил Левски""","27","15.4","14.36","11.04","9.96","12.84","29.28","36.86","28.56"
"Търговище","Попово","град","ОУ ""Никола Вапцаров""","63","13.56","13.29","10.6","9.78","10.3","25.32","40.13","36.88"
"Търговище","Попово","град","ОУ""Св.Кл.Охридски""","42","12.25","9.89","7.14","8.03","9","18.53","30.66","17.15"
"Търговище","Попово","град","ОУ ""Л.Каравелов""","64","15.6","15.3","11.67","10.27","10.52","27.44","43.97","29.5"
"Търговище","Водица","село","Основно училище ""Отец Паисий""","6","9.4","10.2","7.2","5.4","6.2","11.6","28","14.5"
"Търговище","Зараево","село","ОУ""Св.св.Кирил и Методий""","17","16","15.67","11","11","11.33","29","38.57","25.47"
"Търговище","Ломци","село","ОУ ""Христо Ботев""","13","13.58","14","9.5","9.17","9.08","18.25","29.96","14.33"
"Търговище","Садина","село","ОУ ""Христо Ботев"" с.Садина","4","12.67","11.33","8.33","7.33","8.67","17.33","35","33.33"
"Търговище","Светлен","село","ОУ""Антон Страшимиров""","17","11.38","11.56","9.76","9.24","9","18.35","21.12","30.94"
"Търговище","Славяново","село","ОУ "" В. Левски ""","6","10","8.5","10.33","9","9.33","23","18.33","9.67"
"Хасково","Хасково","град","ОУ ""Любен Каравелов""","39","12.9","12.67","9.49","8.54","9.23","23.31","37.81","27.97"
"Хасково","Хасково","град","ОУ""Св.Св.Кирил и Методий""","20","10.5","10.67","8.17","6.22","6.61","10.94","18.56","11.06"
"Хасково","Хасково","град","ОУ ""Шандор Петьофи""","60","13.13","11.6","9.19","8.69","9.3","22.94","34.38","20.78"
"Хасково","Хасково","град","ОУ""Св.Кл.Охридски""","84","15.26","13.67","11.58","11.08","12.1","27.54","42.77","38.39"
"Хасково","Хасково","град","ОУ ""Н. Й. Вапцаров""","59","8.56","8.5","5.77","5.54","6.82","15.87","19.27","31.17"
"Хасково","Хасково","град","ОУ ""Свети Иван Рилски""","101","13.99","13.03","12.17","11.29","12.24","24.28","40.23","33.23"
"Хасково","Хасково","град","ОУ ""Хр.Смирненски""","76","14.08","14.29","10.26","10.01","10.54","27.13","37.05","26.61"
"Хасково","Динево","село","ОУ ""ХР.БОТЕВ""","16","10","9.2","7.07","6.43","6.86","15.71","11.25","13.81"
"Хасково","Узунджово","село","ОУ""Любен Каравелов""","21","10.19","10.24","8.29","7.48","8.05","19.67","12.38","11.14"
"Хасково","Долно Големанци","село","ОУ ""Христо Ботев""","10","8.12","6.62","7.38","4.75","4.38","12.88","15.75","8.25"
"Хасково","Войводово","село","ОУ ""Христо Ботев""","6","11.4","11.2","9.4","10.4","12.2","22.4","34.6","17.2"
"Хасково","Конуш","село","ОУ""Св.Св.Кирил и Методий""","16","7.57","7.36","6.5","5.64","6.36","17.64","17.8","10.6"
"Хасково","Книжовник","село","ОУ ""Васил Левски""","16","9.86","10.21","8.43","9.93","10.07","19.29","16.43","12.93"
"Хасково","Малево","село","ОУ ""Св. св. Кирил и Методий""","15","10.27","10","7.58","7.25","8.08","18.31","23.07","16.54"
"Хасково","Хасково","град","СОУ ""В. Левски""","66","12.58","12.6","9.92","8.82","9.45","23.88","30.17","27.66"
"Хасково","Хасково","град","СОУ ""Св.П.Хилендарски""","66","11.79","9.32","8.51","5.78","7.38","18.21","32.36","20.11"
"Хасково","Хасково","град","СУ ""СТЕФАН КАРАДЖА""","45","7.38","8.07","5.55","3.33","3.93","12.22","15.2","9.67"
"Хасково","Хасково","град","ПМГ  ""Акад. Боян Петканчин""","29","16.46","15.92","11.19","11.41","9.96","31.78","46.69","53.31"
"Хасково","Димитровград","град","ОУ ""П.К.Яворов""","24","8.55","8.05","7.87","6.43","8.17","17.73","13.5","8.4"
"Хасково","Димитровград","град","ОУ ""Св.Св.Кирил и Методий""","31","9.96","10","7.36","5.96","6.88","14.88","20.37","11.07"
"Хасково","Димитровград","град","ОУ ""Ал. Константинов""","77","11.92","11.16","9.08","6.66","7.7","20.27","32.88","23.3"
"Хасково","Димитровград","град","ОУ ""П.СЛАВЕЙКОВ""","62","13","11.97","9.55","8.77","10.07","21.25","30.43","21.88"
"Хасково","Крепост","село","ОУ  ""ХРИСТО БОТЕВ""","13","8.85","9.46","7.08","5.5","6.83","16.33","17.92","14.17"
"Хасково","Меричлери","град","ОУ ""Д. Н. Матевски""","16","10.36","8.21","6.38","7.08","7.23","12.79","10.64","6.07"
"Хасково","Радиево","село","ОУ ""Христо Смирненски""","21","8.38","8.88","8.53","7","7.76","17.06","23.09","17.82"
"Хасково","Ябълково","село","ОУ ""Васил Левски""","21","11","10.95","8","8.76","9.24","15.71","19.71","11.14"
"Хасково","Димитровград","град","СОУ ""Васил Левски""","17","13.08","11.67","8","8.23","9.08","17.46","15.62","12.69"
"Хасково","Димитровград","град","СОУ "" Любен Каравелов ""","38","12.58","10.67","10.19","10.19","10.36","21.83","32.27","20.86"
