"﻿Област","Община","Населено място","Код по Админ","Училище","БЕЛ Ср.Усп","БЕЛ Бр.","МАТ Ср.Усп","МАТ Бр.","ИЦ Ср.Усп","ИЦ Бр.","ФА Ср.Усп","ФА Бр.","ГИ Ср.Усп","ГИ Бр.","ХООС Ср.Усп","ХООС Бр.","ФИЛ Ср.Усп","ФИЛ Бр.","БЗО Ср.Усп","БЗО Бр.","АЕ Ср.Усп","АЕ Бр.","РЕ Ср.Усп","РЕ Бр.","НЕ Ср.Усп","НЕ Бр.","ИспЕ Ср.Усп","ИспЕ Бр.","ФрЕ Ср.Усп","ФрЕ Бр.","ИтЕ Ср.Усп","ИтЕ Бр.","2ДЗИ Ср.Усп","2ДЗИ Бр.","ср.успех","общо"
"Русе","Русе","Русе","1806307","Професионална гимназия по облекло ""Недка Иван Лазарова""","3,65","63","","","","","","","3,47","3","","","","","3,48","1","5,2","2","3,29","1","","","","","","","","","3,94","7","3,68","70"
"Русе","Русе","Русе","1806311","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО РЕЧНО КОРАБОСТРОЕНЕ И КОРАБОПЛАВАНЕ","3,41","47","","","","","","","3,12","3","","","3,58","6","3,66","36","4,64","2","","","","","","","","","","","3,66","47","3,53","94"
"Русе","Русе","Русе","1806305","Професионална гимназия по селско стопанство ""Ангел Кънчев""","3,25","19","","","3,63","2","","","","","","","","","3,2","16","","","","","","","","","","","","","3,25","18","3,25","37"
"Русе","Русе","Русе","1806309","Професионална гимназия по туризъм ""Иван П. Павлов""","3,89","129","","","","","","","3,32","7","","","3,49","5","3,91","43","4,84","21","","","","","","","","","","","4,08","76","3,96","205"
"Русе","Русе","Русе","1806312","Професионална гимназия по транспорт","3,25","29","","","","","","","3,56","5","","","","","","","","","","","","","","","","","","","3,56","5","3,29","34"
"Русе","Русе","Русе","1806213","Първо частно СУ ""Леонардо да Винчи""","4,65","2","","","","","","","","","","","3,67","1","5,35","1","5,7","1","","","","","","","","","","","4,91","3","4,8","5"
"Русе","Русе","Русе","1806401","Спортно училище ""Майор Атанас Узунов""","3,37","10","","","","","","","","","","","3,87","1","4,83","2","","","","","","","","","","","","","4,51","3","3,63","13"
"Русе","Русе","Русе","1806208","Средно училище ""Възраждане""","4,13","45","","","","","","","4,05","5","","","4,03","3","3,98","20","5,05","18","","","","","","","","","","","4,41","46","4,27","91"
"Русе","Русе","Русе","1806209","Средно училище ""Васил Левски""","4,58","48","4,83","3","5,18","1","","","4,39","7","","","5,58","1","5,14","24","5,4","13","","","","","","","","","","","5,09","49","4,84","97"
"Русе","Русе","Русе","1806210","Духовно училище","3,72","9","","","","","","","3,35","1","","","","","4,27","9","","","","","","","","","","","","","4,18","10","3,97","19"
"Русе","Русе","Русе","1806203","СУ за европейски езици ""Свети Константин-Кирил Философ""","4,96","121","3,31","3","4,68","2","","","4,71","15","4,83","3","3,66","2","4,86","23","5,41","65","5,34","4","5,56","3","","","5,4","3","","","5,12","123","5,04","244"
"Русе","Русе","Русе","1806207","Средно училище ""Христо Ботев""","4,4","39","3,47","2","5,07","6","","","","","","","3,78","13","4,45","5","5,25","13","","","","","","","","","","","4,54","39","4,47","78"
"Русе","Русе","Русе","1806204","Средно училище с преподаване на немски език ""Фридрих Шилер""","4,96","50","4,38","6","","","","","4,31","3","","","3,94","9","4,96","4","5,66","23","","","5,41","5","","","","","","","5,04","50","5","100"
"Русе","Русе","Русе","1806206","Средно училище ""Йордан Йовков""","3,55","21","","","","","","","3,41","8","","","","","3,7","12","5,32","1","2,97","1","","","","","","","","","3,63","22","3,59","43"
"Русе","Русе","Русе","1806215","Частна профилирана гимназия ""Джордж Байрон""","4,73","7","","","","","","","","","","","","","5,41","1","5,66","6","","","","","","","","","","","5,63","7","5,18","14"
"Русе","Сливо поле","Сливо поле","1807008","Средно училище ""Св.Паисий Хилендарски""","3,5","8","","","","","","","","","","","","","4,22","8","","","","","","","","","","","","","4,22","8","3,86","16"
"Силистра","Главиница","Главиница","1900201","Средно училище ""Васил Левски""","4,01","32","4,81","1","","","","","4,37","19","","","","","4,26","12","","","","","","","","","","","","","4,34","32","4,18","64"
"Силистра","Дулово","Дулово","1900327","Професионална гимназия по облекло, обслужване и транспорт","3,38","43","","","","","","","3,48","13","","","","","4,49","29","4,95","1","","","","","","","","","","","4,19","43","3,79","86"
"Силистра","Дулово","Дулово","1900301","Средно училище "" Васил Левски""","4,44","65","5,09","1","5,86","1","","","4,95","17","5,39","5","","","5,22","34","5,19","6","4,46","1","","","","","","","","","5,16","65","4,8","130"
"Силистра","Дулово","Окорш","1900302","Средно училище ""Йордан Йовков""","3,91","12","","","","","","","2,79","1","","","","","","","","","","","","","","","","","","","2,79","1","3,82","13"
"Силистра","Дулово","Паисиево","1900303","Средно училище ""Христо Ботев""","3,58","20","","","","","","","2,88","8","5,54","5","","","3,26","6","4,49","1","","","","","","","","","","","3,74","20","3,66","40"
"Силистра","Кайнарджа","Средище","1900405","Професионална гимназия по механизация на селското стопанство ""Никола Йонков Вапцаров""","3,32","40","","","","","","","3,01","1","","","","","","","","","","","","","","","","","","","3,01","1","3,32","41"
"Силистра","Силистра","Силистра","1900507","Професионална земеделска гимназия ""Добруджа""","2,96","62","","","","","","","","","","","","","2,92","1","","","","","","","","","","","","","2,92","1","2,96","63"
"Силистра","Силистра","Силистра","1900504","Езикова гимназия ""Пейо Яворов""","5,22","73","4,71","3","","","5,46","1","","","5,84","4","","","5,1","12","5,64","38","","","5,53","9","","","5,25","5","","","5,48","72","5,35","145"
"Силистра","Силистра","Силистра","1900503","Природоматематическа гимназия ""Св.Климент Охридски""","4,96","73","5,39","11","5,32","1","6","1","4,67","7","","","4,41","6","5,19","21","5,47","26","","","","","","","","","","","5,22","73","5,09","146"
"Силистра","Силистра","Силистра","1900505","Професионална гимназия по механотехника ""Владимир Комаров""","3,58","72","4,12","2","3,92","1","","","2,97","7","","","2,86","1","4,24","14","4,79","9","","","","","","","","","","","4,07","34","3,74","106"
"Силистра","Силистра","Силистра","1900509","Професионална гимназия по лека промишленост ""Пенчо Славейков""","2,91","22","","","","","","","","","","","","","2,96","4","","","","","","","","","","","","","2,96","4","2,91","26"
"Силистра","Силистра","Силистра","1900506","Професионална гимназия по стопанско управление, администрация и услуги ""Атанас Буров""","4,34","97","4,41","2","4,84","2","","","3,71","14","","","3,14","2","4,44","38","5,47","20","","","","","","","5,67","1","","","4,56","79","4,44","176"
"Силистра","Силистра","Силистра","1900508","Професионална гимназия по строителство ""Пеньо Пенев""","2,95","48","","","2,92","1","","","3,06","14","3,11","1","","","3,22","29","2,68","1","","","","","","","","","","","3,15","46","3,05","94"
"Силистра","Силистра","Силистра","1900510","Професионална гимназия по производствени технологии ""Евлогий Георгиев""","3,72","32","","","","","","","","","","","","","3,94","31","","","","","","","","","","","","","3,94","31","3,83","63"
"Силистра","Силистра","Силистра","1900502","Средно училище ""Никола Йонков Вапцаров""","3,59","21","","","5,15","1","","","2,53","1","","","3,56","5","3,69","12","3,46","1","","","","","","","","","","","3,66","20","3,63","41"
